id,gender,education,income,work_status,investment_knowledge,financial_satisfaction_score,risk_tolerance,income_to_debt,difficult_to_pay_bills,know_retirement_amount,confidence_paying_unexpected_need,current_credit_record,worry_about_retirement,finances_makes_me_anxious,finances_makes_me_stressed,savings_account,comfort_asking_questions,employer_provided_retirement_account,self_retirement_account,other_investment_accounts,minimum_credit_card_payement_only,too_much_debt,good_at_daily_financial_matters,good_at_math,financial_knowledge,taken_financial_education,how_many_hours_of_financial_education,cat_gender,cat_employer_provided_retirement_account,cat_self_retirement_account,cat_other_investment_accounts,cat_market_participant,market_participant,cat_work_status,cat_current_credit_record,cat_ft_status
2018010147,2,4,4,8,0,4,2,1,2,0,3,4,7,7,7,2,6,1,2,2,2,5,6,6,5,2,0,Female,Yes,No,No,Yes,1,Retired,Good,Other
2018010148,2,6,8,2,3,8,6,1,3,1,1,5,5,4,3,1,4,1,1,1,2,1,7,6,6,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010149,2,5,5,2,1,1,3,2,2,2,3,2,6,6,7,1,4,1,2,2,1,6,4,6,3,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018010150,1,2,4,2,0,3,7,1,2,2,4,2,2,6,6,2,5,2,2,2,0,6,3,3,3,2,0,Male,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018010151,1,6,7,2,1,8,3,1,2,2,4,3,5,4,5,1,6,1,1,1,1,4,6,7,5,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,About average,Full-Time
2018010152,2,4,2,3,1,7,5,1,3,2,0,0,6,6,6,1,0,1,2,2,0,1,6,5,5,2,0,Female,Yes,No,No,Yes,1,Work part-time for an employer,Unknown,Other
2018010153,1,2,3,2,1,8,5,1,3,1,1,5,4,1,1,1,7,1,2,1,2,1,7,7,7,2,0,Male,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010154,1,5,3,2,0,7,7,1,3,2,1,5,4,5,5,1,4,1,1,1,2,3,5,5,5,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010155,2,7,8,2,1,8,7,1,3,1,1,5,4,2,2,1,4,1,1,1,2,1,7,6,5,2,3,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010156,2,2,5,8,1,9,5,1,3,0,1,5,2,1,1,1,7,1,1,1,2,1,7,5,6,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010157,1,1,3,5,0,0,1,0,3,2,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,Male,Unknown,Yes,Unknown,Yes,1,Full-time student,Unknown,Other
2018010158,1,6,4,1,1,4,8,3,2,2,2,3,4,5,4,1,6,1,2,2,1,4,6,7,7,1,3,Male,Yes,No,No,Yes,1,Self-employed,About average,Other
2018010159,1,6,3,7,0,7,6,3,2,2,3,4,7,6,6,2,6,2,2,2,1,6,6,6,5,2,0,Male,No,No,No,No,0,Unemployed or temporarily laid off,Good,Other
2018010160,2,6,7,4,3,8,6,1,3,2,1,5,3,5,3,1,6,1,1,1,2,2,6,6,6,1,3,Female,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018010161,2,4,5,8,2,0,0,0,3,0,1,5,4,4,4,1,4,2,2,0,2,1,1,3,0,2,0,Female,No,No,Unknown,No,0,Retired,Very good,Other
2018010162,2,2,2,2,0,2,1,3,3,2,3,3,4,1,1,2,4,2,2,2,0,4,4,4,4,2,0,Female,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018010163,2,2,5,2,1,3,2,3,2,1,1,5,6,5,4,1,6,1,1,1,2,3,5,7,4,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010164,1,7,6,8,0,9,7,1,3,0,1,5,2,2,2,1,7,2,1,1,2,1,7,7,6,2,0,Male,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018010165,2,2,3,4,1,0,0,3,3,0,2,5,6,6,6,1,7,1,2,0,2,2,7,6,0,2,0,Female,Yes,No,Unknown,Yes,1,Homemaker,Very good,Other
2018010166,1,2,3,2,3,4,4,3,2,2,3,3,0,0,1,2,0,1,2,2,1,6,5,5,2,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018010167,1,7,8,2,3,8,5,1,3,1,2,5,2,1,1,1,7,1,1,2,2,4,7,7,7,2,0,Male,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010168,1,7,7,2,1,7,1,2,2,2,1,4,4,6,5,2,7,1,2,2,1,4,7,7,6,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018010169,2,2,5,8,2,6,2,3,3,0,1,5,6,4,4,1,7,2,2,2,0,1,7,7,5,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018010170,1,3,3,6,3,2,1,2,2,0,4,2,6,6,5,2,6,2,2,2,0,4,6,5,4,2,0,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Bad,Other
2018010171,1,7,8,1,1,10,5,1,3,1,1,5,1,1,1,1,7,2,1,1,2,1,7,7,5,2,0,Male,No,Yes,Yes,Yes,1,Self-employed,Very good,Other
2018010172,2,6,6,2,3,8,7,3,0,1,2,0,5,5,5,1,6,1,1,1,0,2,5,5,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Unknown,Full-Time
2018010173,1,6,5,2,0,1,6,0,2,2,1,5,0,7,7,2,4,1,1,2,2,7,7,7,5,2,0,Male,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010174,2,7,4,8,0,8,1,1,3,0,1,5,1,1,1,2,7,1,2,2,2,1,7,7,6,2,0,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018010175,1,4,6,1,0,1,1,2,2,2,2,4,7,7,6,1,7,2,1,2,1,6,7,7,5,2,0,Male,No,Yes,No,Yes,1,Self-employed,Good,Other
2018010176,1,6,4,8,3,8,8,3,3,0,1,5,4,3,1,1,7,1,2,1,2,1,7,7,6,2,0,Male,Yes,No,Yes,Yes,1,Retired,Very good,Other
2018010177,2,2,5,8,0,6,6,3,3,0,1,5,5,5,5,1,5,2,2,2,2,4,5,5,5,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018010178,1,6,4,3,0,5,7,3,2,2,4,3,7,7,7,1,4,2,2,2,0,4,5,5,0,0,0,Male,No,No,No,No,0,Work part-time for an employer,About average,Other
2018010179,2,2,4,8,1,5,1,1,2,0,1,5,4,5,6,1,7,1,2,2,2,1,7,7,4,2,0,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018010180,2,2,5,4,2,8,4,1,3,0,1,5,4,4,6,1,4,1,1,1,2,1,7,7,5,2,0,Female,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018010181,2,4,6,8,2,10,3,1,3,0,1,5,4,7,7,1,5,1,2,2,2,1,3,3,4,2,0,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018010182,2,4,7,2,3,7,4,1,3,1,1,5,1,4,1,1,7,1,1,2,2,3,6,6,5,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010183,2,3,2,8,0,7,5,3,2,0,4,2,7,6,7,2,4,2,2,0,0,4,3,1,3,2,0,Female,No,No,Unknown,No,0,Retired,Bad,Other
2018010184,2,4,2,3,0,7,7,3,2,2,4,3,4,4,4,2,4,0,0,0,0,4,4,4,5,1,0,Female,Unknown,Unknown,Unknown,No,0,Work part-time for an employer,About average,Other
2018010185,2,6,5,4,3,8,3,3,2,2,2,5,7,5,6,1,4,2,2,1,2,1,5,7,5,2,0,Female,No,No,Yes,Yes,1,Homemaker,Very good,Other
2018010186,2,2,2,7,0,4,4,1,2,2,2,4,5,5,2,1,3,2,2,1,1,7,7,7,5,2,0,Female,No,No,Yes,Yes,1,Unemployed or temporarily laid off,Good,Other
2018010187,2,6,2,3,0,1,1,2,2,2,4,2,4,6,5,1,5,2,2,2,0,7,6,5,4,2,0,Female,No,No,No,No,0,Work part-time for an employer,Bad,Other
2018010188,1,6,5,2,1,6,7,3,3,2,1,5,6,6,5,1,6,1,2,2,2,4,7,6,5,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010189,2,6,5,2,3,6,7,1,3,1,1,0,3,0,1,1,7,2,2,1,2,1,7,6,0,2,0,Female,No,No,Yes,Yes,1,Work full-time for an employer,Unknown,Full-Time
2018010190,2,6,6,8,1,10,8,3,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,7,2,1,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010191,2,4,7,8,0,9,3,3,3,0,1,3,4,4,4,1,4,1,1,1,2,4,4,7,4,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,About average,Other
2018010192,1,4,4,8,1,5,8,3,3,0,1,4,6,6,6,1,5,1,2,2,2,3,3,3,4,2,0,Male,Yes,No,No,Yes,1,Retired,Good,Other
2018010193,2,4,5,4,1,4,2,1,2,2,2,3,4,4,4,1,4,2,2,2,0,4,5,5,4,2,0,Female,No,No,No,No,0,Homemaker,About average,Other
2018010194,2,4,8,2,3,7,7,1,3,1,2,3,4,6,4,1,5,1,2,0,2,5,6,6,5,2,0,Female,Yes,No,Unknown,Yes,1,Work full-time for an employer,About average,Full-Time
2018010195,2,4,7,4,1,10,5,1,3,1,1,5,7,7,4,1,7,1,1,1,1,7,7,7,7,2,0,Female,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018010196,2,2,5,2,0,10,10,1,3,2,1,5,7,1,4,1,7,1,1,1,2,1,7,7,7,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010197,2,2,4,3,1,6,6,0,2,2,3,4,1,4,4,1,1,0,0,2,1,7,4,1,5,2,0,Female,Unknown,Unknown,No,No,0,Work part-time for an employer,Good,Other
2018010198,2,4,3,4,2,8,6,3,3,2,2,2,3,3,4,2,5,2,2,2,0,3,3,4,4,1,0,Female,No,No,No,No,0,Homemaker,Bad,Other
2018010199,2,7,4,2,0,4,5,2,2,2,4,3,7,7,7,2,5,2,2,2,0,7,2,5,3,2,0,Female,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018010200,2,4,4,2,1,1,8,2,1,1,4,2,7,7,7,2,5,2,2,2,0,7,2,7,4,2,0,Female,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018010201,2,7,6,8,1,10,5,3,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,7,0,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010202,2,4,2,6,3,5,5,3,1,2,4,2,6,6,6,1,6,2,2,2,1,7,6,6,5,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Bad,Other
2018010203,2,4,6,1,3,8,6,3,2,2,1,5,7,6,6,1,6,1,2,2,2,1,5,4,5,2,0,Female,Yes,No,No,Yes,1,Self-employed,Very good,Other
2018010204,2,6,4,1,1,4,1,1,3,2,3,3,6,5,3,2,5,2,1,1,2,3,6,6,4,2,0,Female,No,Yes,Yes,Yes,1,Self-employed,About average,Other
2018010205,1,3,5,2,2,0,0,1,3,1,1,5,2,3,5,1,2,1,1,1,1,1,3,4,4,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010206,1,4,4,8,3,7,6,3,3,0,1,5,3,3,3,2,4,1,2,2,2,1,7,7,7,2,0,Male,Yes,No,No,Yes,1,Retired,Very good,Other
2018010207,2,6,3,6,3,1,1,3,2,2,4,4,7,7,7,2,6,2,2,2,2,7,4,2,4,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Good,Other
2018010208,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Unknown,Unknown,Unknown,No,0,Homemaker,Unknown,Other
2018010209,2,2,1,4,3,4,3,3,3,1,2,2,6,4,4,0,4,2,1,1,0,3,7,7,6,2,0,Female,No,Yes,Yes,Yes,1,Homemaker,Bad,Other
2018010210,2,4,3,2,0,6,7,2,1,2,3,5,5,7,6,2,6,1,0,1,2,7,4,7,6,2,1,Female,Yes,Unknown,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010211,2,7,7,8,2,7,4,1,3,0,1,5,6,5,5,1,1,1,1,2,2,6,7,7,6,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018010212,1,7,1,7,0,1,1,3,1,2,3,3,1,4,1,1,7,2,2,2,1,7,7,7,7,2,0,Male,No,No,No,No,0,Unemployed or temporarily laid off,About average,Other
2018010213,2,2,2,8,0,1,4,2,2,0,4,0,6,3,4,2,3,1,2,2,2,5,7,6,7,2,0,Female,Yes,No,No,Yes,1,Retired,Unknown,Other
2018010214,2,6,4,4,2,6,1,3,2,0,2,0,4,4,1,2,6,1,2,0,2,1,6,6,6,0,0,Female,Yes,No,Unknown,Yes,1,Homemaker,Unknown,Other
2018010215,1,6,1,8,0,10,10,3,2,0,3,3,4,4,4,2,4,2,2,2,2,1,6,6,5,2,0,Male,No,No,No,No,0,Retired,About average,Other
2018010216,1,7,4,2,3,4,4,3,2,2,2,2,7,6,6,1,7,2,1,2,1,7,6,5,6,2,0,Male,No,Yes,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018010217,2,4,7,8,0,10,8,1,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,5,5,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010218,2,7,4,2,0,6,4,1,2,1,2,3,5,5,5,1,7,1,1,2,2,5,7,5,7,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018010219,2,6,6,8,3,9,3,3,3,0,1,5,3,4,3,1,7,1,1,1,2,1,7,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010220,2,4,5,8,3,9,2,1,3,0,1,5,2,2,1,1,6,1,1,2,2,1,7,7,5,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018010221,2,6,5,8,0,8,3,2,2,0,3,5,5,4,3,1,6,2,1,1,2,5,7,7,5,2,2,Female,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018010222,1,4,4,8,2,6,4,1,2,0,2,4,6,6,5,0,5,2,0,0,0,4,5,4,5,2,0,Male,No,Unknown,Unknown,No,0,Retired,Good,Other
2018010223,2,6,5,3,1,3,8,3,2,2,4,4,4,6,6,1,7,1,2,2,1,7,6,6,4,1,2,Female,Yes,No,No,Yes,1,Work part-time for an employer,Good,Other
2018010224,2,4,5,8,0,8,6,1,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,6,6,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010225,2,2,6,4,2,3,2,3,3,2,2,5,4,3,4,1,6,0,0,0,2,4,6,4,4,2,0,Female,Unknown,Unknown,Unknown,No,0,Homemaker,Very good,Other
2018010226,2,2,3,8,3,10,1,1,3,0,1,4,1,1,1,1,6,1,1,2,1,1,7,7,7,2,3,Female,Yes,Yes,No,Yes,1,Retired,Good,Other
2018010227,1,3,4,8,3,7,1,3,3,0,2,5,3,3,6,1,6,1,2,2,2,1,5,4,5,1,1,Male,Yes,No,No,Yes,1,Retired,Very good,Other
2018010228,1,4,2,8,0,5,2,3,2,0,4,2,3,5,5,2,3,2,2,2,0,4,7,6,5,2,0,Male,No,No,No,No,0,Retired,Bad,Other
2018010229,2,2,5,4,1,10,10,3,2,1,4,4,6,6,6,1,6,1,2,2,1,6,5,6,5,1,3,Female,Yes,No,No,Yes,1,Homemaker,Good,Other
2018010230,1,7,4,1,2,1,1,2,1,2,4,1,7,7,7,1,5,1,2,2,1,7,1,7,1,2,0,Male,Yes,No,No,Yes,1,Self-employed,Very bad,Other
2018010231,2,4,5,2,0,1,5,2,1,1,1,2,4,7,7,1,4,2,2,2,1,7,7,4,5,2,0,Female,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018010232,2,7,6,2,0,7,1,1,3,2,1,4,5,5,5,1,7,1,1,2,2,2,6,3,4,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018010233,2,5,5,3,2,1,1,2,1,2,4,1,7,7,7,1,1,2,2,2,1,7,6,6,6,2,0,Female,No,No,No,No,0,Work part-time for an employer,Very bad,Other
2018010234,2,6,6,4,3,7,6,1,3,2,1,5,2,5,5,1,6,0,2,1,0,6,5,6,6,2,0,Female,Unknown,No,Yes,Yes,1,Homemaker,Very good,Other
2018010235,2,2,5,4,2,4,7,3,2,2,1,5,6,5,3,1,7,2,1,1,2,3,7,6,6,2,0,Female,No,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018010236,1,5,1,8,0,8,7,3,3,0,1,5,1,4,2,1,7,1,1,1,2,1,7,7,7,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010237,2,4,7,8,1,9,8,1,3,0,1,5,4,4,4,1,7,1,2,1,2,1,7,7,7,2,3,Female,Yes,No,Yes,Yes,1,Retired,Very good,Other
2018010238,2,5,3,8,1,2,2,2,2,0,2,2,6,6,6,0,7,0,2,2,2,3,6,6,3,2,0,Female,Unknown,No,No,No,0,Retired,Bad,Other
2018010239,1,6,5,8,1,8,9,2,3,0,1,5,7,5,1,2,7,1,1,1,2,6,7,7,6,2,2,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010240,2,5,4,8,0,8,1,1,3,0,1,5,4,2,5,1,7,1,1,1,2,1,7,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010241,1,1,2,7,2,9,0,2,2,2,4,1,7,7,7,2,4,2,2,0,0,4,3,4,4,2,0,Male,No,No,Unknown,No,0,Unemployed or temporarily laid off,Very bad,Other
2018010242,1,2,4,7,3,6,5,3,2,2,0,2,7,6,6,0,4,1,1,1,0,7,6,6,5,2,0,Male,Yes,Yes,Yes,Yes,1,Unemployed or temporarily laid off,Bad,Other
2018010243,2,4,7,4,2,0,6,1,3,2,1,1,4,5,7,1,7,1,0,1,0,4,7,7,5,1,3,Female,Yes,Unknown,Yes,Yes,1,Homemaker,Very bad,Other
2018010244,1,7,5,2,1,6,8,3,2,2,2,4,5,7,5,1,6,1,2,1,2,6,4,5,4,2,0,Male,Yes,No,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018010245,2,4,5,4,1,7,6,2,2,2,3,2,4,5,4,2,4,1,1,2,1,4,7,4,6,2,0,Female,Yes,Yes,No,Yes,1,Homemaker,Bad,Other
2018010246,1,6,4,8,0,10,4,1,3,0,1,5,2,2,1,1,1,1,1,2,2,1,7,7,4,1,0,Male,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018010247,2,2,7,8,3,5,1,3,2,0,3,3,5,5,4,1,4,1,1,1,1,5,7,7,7,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,About average,Other
2018010248,2,7,5,2,0,6,6,3,3,2,1,5,7,4,6,1,4,1,2,1,1,7,7,6,6,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010249,2,2,5,2,1,9,9,1,3,1,1,5,2,2,2,1,6,1,1,1,2,1,7,7,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010250,2,4,3,2,0,3,4,1,2,1,1,5,7,6,6,1,7,1,2,2,2,5,5,5,4,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010251,2,7,7,3,3,5,4,1,2,1,1,3,6,5,5,1,4,1,0,1,1,5,5,4,4,2,0,Female,Yes,Unknown,Yes,Yes,1,Work part-time for an employer,About average,Other
2018010252,2,7,2,2,0,1,7,3,2,1,1,5,7,7,7,1,7,1,2,1,2,7,6,5,5,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010253,2,7,2,8,0,4,5,2,1,0,4,5,6,5,3,1,6,1,1,2,1,7,7,7,5,2,3,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018010254,2,2,4,2,3,2,2,1,2,2,4,3,7,7,5,1,5,1,2,2,0,5,5,5,5,1,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018010255,2,4,1,6,0,4,3,1,2,2,4,0,7,6,7,2,4,2,2,0,0,3,2,2,3,2,0,Female,No,No,Unknown,No,0,"Permanently sick, disabled, or unable to work",Unknown,Other
2018010256,2,2,1,8,0,4,1,1,2,0,3,5,5,3,7,2,4,2,2,2,2,2,7,7,5,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018010257,2,3,6,8,1,10,1,1,3,0,1,5,1,1,1,1,7,1,2,2,2,1,7,7,7,2,3,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018010258,2,2,5,8,0,10,3,1,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,4,7,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010259,2,1,1,8,0,1,1,3,1,0,4,5,7,7,7,2,4,2,2,2,1,4,6,3,5,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018010260,2,2,2,8,0,9,1,1,3,0,3,3,1,2,1,2,6,2,2,0,0,1,7,7,6,2,0,Female,No,No,Unknown,No,0,Retired,About average,Other
2018010261,2,7,6,4,3,6,3,3,3,2,3,5,3,4,1,2,7,1,2,2,1,4,1,4,4,2,0,Female,Yes,No,No,Yes,1,Homemaker,Very good,Other
2018010262,1,5,3,8,1,9,7,3,3,0,1,5,2,2,2,1,7,1,1,1,2,1,7,7,6,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018010263,2,1,1,6,3,1,1,1,1,2,4,2,7,5,2,2,4,0,0,0,0,7,4,4,4,2,0,Female,Unknown,Unknown,Unknown,No,0,"Permanently sick, disabled, or unable to work",Bad,Other
2018010264,2,6,6,2,1,5,6,3,3,1,3,5,3,5,7,1,6,1,2,1,2,7,7,6,5,1,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010265,1,4,1,5,0,5,10,3,3,2,4,0,5,5,5,2,0,2,2,0,0,1,4,4,5,2,0,Male,No,No,Unknown,No,0,Full-time student,Unknown,Other
2018010266,2,6,1,8,0,7,0,3,2,0,4,4,4,3,4,1,4,2,2,2,2,1,5,5,6,1,0,Female,No,No,No,No,0,Retired,Good,Other
2018010267,1,6,8,2,1,7,6,3,3,2,2,3,2,0,6,1,2,2,1,1,0,4,0,1,7,0,3,Male,No,Yes,Yes,Yes,1,Work full-time for an employer,About average,Full-Time
2018010268,2,4,4,8,1,8,4,3,3,0,1,5,5,5,4,1,7,1,2,1,2,1,7,7,6,1,3,Female,Yes,No,Yes,Yes,1,Retired,Very good,Other
2018010269,2,4,2,8,0,6,6,3,2,0,2,5,6,5,4,1,5,1,2,2,1,4,6,6,5,2,0,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018010270,2,6,3,2,3,10,5,1,3,2,1,5,5,1,1,1,7,1,1,1,2,1,7,4,6,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010271,2,4,5,4,3,3,1,3,2,2,1,5,7,7,7,2,7,1,0,0,1,6,5,1,0,2,0,Female,Yes,Unknown,Unknown,Yes,1,Homemaker,Very good,Other
2018010272,2,2,2,8,1,6,1,3,3,0,1,3,4,4,2,1,7,2,2,2,0,1,7,6,6,2,0,Female,No,No,No,No,0,Retired,About average,Other
2018010273,1,6,4,3,0,1,1,3,1,2,4,2,6,6,6,1,2,1,2,2,0,4,1,6,2,2,0,Male,Yes,No,No,Yes,1,Work part-time for an employer,Bad,Other
2018010274,2,6,6,2,1,7,3,3,3,2,1,5,5,3,2,1,7,1,1,1,2,1,7,5,6,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010275,2,5,2,4,1,1,5,2,2,1,3,2,7,6,6,2,7,2,2,2,0,7,6,7,5,1,1,Female,No,No,No,No,0,Homemaker,Bad,Other
2018010276,2,2,3,8,0,6,1,3,3,0,1,5,5,4,1,1,7,2,2,2,2,1,7,7,4,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018010277,1,3,2,8,3,1,1,2,2,0,0,5,4,5,5,2,6,2,2,2,1,4,6,6,4,2,0,Male,No,No,No,No,0,Retired,Very good,Other
2018010278,2,4,3,3,0,5,7,3,2,1,2,3,7,7,5,1,3,2,2,2,2,4,5,5,5,2,2,Female,No,No,No,No,0,Work part-time for an employer,About average,Other
2018010279,1,7,7,8,1,8,7,1,3,0,1,5,2,1,1,1,7,1,1,2,2,1,7,7,6,2,0,Male,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018010280,2,2,2,4,1,3,5,2,1,1,3,2,6,6,7,2,6,1,2,2,0,5,5,4,5,2,0,Female,Yes,No,No,Yes,1,Homemaker,Bad,Other
2018010281,2,6,6,6,0,7,6,2,2,1,2,5,6,6,6,1,5,1,1,2,2,2,6,6,4,0,0,Female,Yes,Yes,No,Yes,1,"Permanently sick, disabled, or unable to work",Very good,Other
2018010282,2,4,5,4,1,4,3,2,2,2,1,5,4,6,5,1,5,1,2,2,2,5,6,7,4,2,0,Female,Yes,No,No,Yes,1,Homemaker,Very good,Other
2018010283,2,6,5,2,2,1,1,1,1,2,1,5,4,5,4,2,0,2,2,2,2,4,7,7,7,1,3,Female,No,No,No,No,0,Work full-time for an employer,Very good,Full-Time
2018010284,1,5,7,2,1,4,8,1,3,1,1,5,1,7,7,1,7,1,1,1,1,7,7,7,4,2,1,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010285,1,1,3,3,0,6,7,3,3,2,3,0,4,5,7,2,2,2,2,0,0,1,0,5,4,2,0,Male,No,No,Unknown,No,0,Work part-time for an employer,Unknown,Other
2018010286,2,4,4,4,1,2,5,1,3,2,1,2,6,5,4,1,7,1,1,1,2,1,7,7,5,2,2,Female,Yes,Yes,Yes,Yes,1,Homemaker,Bad,Other
2018010287,2,2,4,2,0,6,8,1,2,1,2,3,7,7,7,1,4,1,2,2,0,4,4,1,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018010288,2,2,6,8,0,7,1,3,2,0,3,4,4,6,6,1,7,2,2,2,2,6,7,4,5,2,0,Female,No,No,No,No,0,Retired,Good,Other
2018010289,2,3,3,8,3,1,4,1,1,0,4,3,0,4,4,1,7,2,2,2,2,4,6,6,5,2,0,Female,No,No,No,No,0,Retired,About average,Other
2018010290,2,1,1,8,0,10,5,3,3,0,4,5,4,4,4,2,0,2,2,2,2,1,7,7,7,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018010291,1,5,5,2,2,1,5,3,2,1,2,5,4,5,6,2,4,1,2,2,1,7,4,5,4,1,3,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018010292,2,2,5,7,0,5,1,3,2,2,4,0,4,5,5,2,4,2,2,2,0,1,5,4,4,1,1,Female,No,No,No,No,0,Unemployed or temporarily laid off,Unknown,Other
2018010293,2,6,1,4,1,3,5,1,1,2,4,2,5,6,5,2,4,2,2,2,1,6,4,5,4,2,0,Female,No,No,No,No,0,Homemaker,Bad,Other
2018010294,2,2,3,2,3,1,4,3,1,2,4,2,7,7,7,2,4,1,2,0,0,7,4,7,4,2,0,Female,Yes,No,Unknown,Yes,1,Work full-time for an employer,Bad,Full-Time
